visit_id,client_id,property_id,agent_id,visit_date,visit_purpose
V005154,1301,518,39,8/10/2024,Negotiation
V001644,680,2499,150,8/10/2024,First Viewing
V003021,598,212,192,8/10/2024,Negotiation
V011061,396,1662,213,8/10/2024,Just Checking
V002839,494,2973,211,8/10/2024,First Viewing
V012977,1688,103,243,8/10/2024,Initial Interest
V005269,1976,593,140,8/10/2024,Final Check
V007833,761,1673,63,8/10/2024,First Viewing
V004019,926,331,116,8/10/2024,Negotiation
V007183,387,529,240,8/10/2024,Negotiation
V007084,781,398,128,8/10/2024,Contract Discussion
V007687,1140,1119,157,8/10/2024,Negotiation
V012976,1688,103,243,8/10/2024,Browsing
V008102,1493,1847,113,8/11/2024,Negotiation
V009031,865,2961,17,8/11/2024,Contract Discussion
V007710,1194,1852,97,8/11/2024,First Viewing
V004018,926,331,116,8/11/2024,First Viewing
V014229,2030,243,125,8/11/2024,Price Inquiry
V002317,14,2644,18,8/11/2024,Negotiation
V001069,995,566,145,8/11/2024,Negotiation
V000029,362,216,153,8/11/2024,Final Check
V000358,717,684,27,8/11/2024,Negotiation
V007857,767,767,39,8/11/2024,Final Check
V000786,105,1886,161,8/11/2024,Final Check
V006687,1294,2307,35,8/11/2024,Negotiation
V004571,128,1629,29,8/11/2024,First Viewing
V003475,1246,1275,15,8/11/2024,First Viewing
V003670,1842,486,135,8/11/2024,Contract Discussion
V003792,157,1437,129,8/11/2024,First Viewing
V007010,1564,522,182,8/11/2024,First Viewing
V000810,1480,2014,221,8/11/2024,Final Check
V006018,932,1097,189,8/11/2024,Contract Discussion
V005565,1258,2135,205,8/11/2024,Final Check
V014228,2030,243,125,8/11/2024,Area Comparison
V002114,1401,2113,225,8/11/2024,Negotiation
V002189,126,2566,61,8/12/2024,Final Check
V008180,1219,554,144,8/12/2024,Negotiation
V007098,1596,1585,181,8/12/2024,Final Check
V001621,1131,2789,23,8/12/2024,First Viewing
V004047,1335,973,106,8/12/2024,Negotiation
V007633,229,922,44,8/12/2024,First Viewing
V003496,448,892,243,8/12/2024,Final Check
V011401,1482,1703,57,8/12/2024,Area Comparison
V008179,1219,554,144,8/12/2024,First Viewing
V007634,229,922,44,8/12/2024,Negotiation
V000784,105,1886,161,8/12/2024,First Viewing
V011400,1482,1703,57,8/12/2024,Browsing
V000597,59,1835,186,8/12/2024,Negotiation
V003825,1022,1341,210,8/12/2024,Contract Discussion
V001092,391,475,237,8/12/2024,Contract Discussion
V007791,242,719,185,8/12/2024,Final Check
V004490,951,325,41,8/12/2024,Negotiation
V003557,1487,1361,173,8/12/2024,Final Check
V002944,1601,722,49,8/12/2024,First Viewing
V006550,518,143,213,8/12/2024,Contract Discussion
V001018,36,943,86,8/12/2024,First Viewing
V007826,1045,1846,219,8/13/2024,Negotiation
V004277,1217,1280,86,8/13/2024,Contract Discussion
V000546,1320,647,187,8/13/2024,Final Check
V006182,870,2382,53,8/13/2024,Negotiation
V015368,1314,701,49,8/13/2024,Just Checking
V015369,1314,701,49,8/13/2024,Area Comparison
V005066,1373,2070,157,8/13/2024,First Viewing
V000158,1907,2363,249,8/13/2024,First Viewing
V000489,1283,1974,106,8/13/2024,Contract Discussion
V005618,1965,64,35,8/13/2024,Contract Discussion
V002036,238,2745,231,8/13/2024,Negotiation
V004455,728,1015,42,8/13/2024,Negotiation
V002082,1396,1139,241,8/13/2024,First Viewing
V012342,1832,1507,84,8/14/2024,Price Inquiry
V006362,1706,1368,188,8/14/2024,First Viewing
V015979,1466,2388,136,8/14/2024,Browsing
V015978,1466,2388,136,8/14/2024,Area Comparison
V002502,2025,117,173,8/14/2024,First Viewing
V002475,468,572,6,8/14/2024,Final Check
V006792,794,1377,81,8/14/2024,Negotiation
V000531,1851,1732,230,8/14/2024,Contract Discussion
V000785,105,1886,161,8/14/2024,Negotiation
V006296,1656,615,44,8/14/2024,First Viewing
V003506,507,296,29,8/14/2024,First Viewing
V002842,494,2973,211,8/14/2024,Contract Discussion
V009670,1811,362,244,8/14/2024,Area Comparison
V012343,1832,1507,84,8/14/2024,Just Checking
V009671,1811,362,244,8/14/2024,Area Comparison
V003253,1724,950,172,8/14/2024,Negotiation
V003254,1724,950,172,8/14/2024,Final Check
V005744,1706,442,62,8/14/2024,Contract Discussion
V003556,1487,1361,173,8/14/2024,Negotiation
V001353,1930,2332,111,8/14/2024,Negotiation
V005067,1373,2070,157,8/14/2024,Negotiation
V003794,157,1437,129,8/14/2024,Final Check
V000027,362,216,153,8/15/2024,First Viewing
V008157,125,1503,132,8/15/2024,Contract Discussion
V004345,1796,2850,207,8/15/2024,Final Check
V004051,45,1406,11,8/15/2024,Final Check
V004419,385,41,222,8/15/2024,First Viewing
V001016,760,621,15,8/15/2024,First Viewing
V008156,125,1503,132,8/15/2024,Final Check
V005010,2060,1584,16,8/15/2024,First Viewing
V006874,881,2519,44,8/15/2024,Negotiation
V011554,1811,1075,100,8/15/2024,Initial Interest
V002144,113,2538,186,8/15/2024,Final Check
V002841,494,2973,211,8/15/2024,Final Check
V002033,718,2299,77,8/15/2024,Negotiation
V011555,1811,1075,100,8/15/2024,Price Inquiry
V002473,468,572,6,8/15/2024,First Viewing
V003728,89,1965,106,8/15/2024,First Viewing
V003729,89,1965,106,8/15/2024,Negotiation
V006461,932,1370,84,8/15/2024,First Viewing
V006463,932,1370,84,8/15/2024,Final Check
V000701,1222,1823,218,8/15/2024,First Viewing
V016130,526,2521,109,8/15/2024,Browsing
V016131,526,2521,109,8/15/2024,Price Inquiry
V008709,951,2743,180,8/15/2024,Negotiation
V005520,823,2126,226,8/15/2024,First Viewing
V011101,1958,1407,117,8/16/2024,Just Checking
V002060,1862,2087,218,8/16/2024,Negotiation
V006294,1869,1173,46,8/16/2024,First Viewing
V004473,1962,1155,23,8/16/2024,Contract Discussion
V011100,1958,1407,117,8/16/2024,Just Checking
V001004,117,2975,153,8/16/2024,Contract Discussion
V006245,1335,1501,78,8/16/2024,Negotiation
V016027,1400,1288,147,8/16/2024,Price Inquiry
V016026,1400,1288,147,8/16/2024,Browsing
V008490,798,2813,157,8/16/2024,Negotiation
V002083,1396,1139,241,8/16/2024,Negotiation
V005164,500,2968,19,8/16/2024,Final Check
V006837,554,745,71,8/16/2024,First Viewing
V006838,554,745,71,8/16/2024,Negotiation
V005742,1706,442,62,8/16/2024,Negotiation
V000175,658,2754,131,8/16/2024,Negotiation
V007713,1194,1852,97,8/16/2024,Contract Discussion
V004422,385,41,222,8/17/2024,Contract Discussion
V006462,932,1370,84,8/17/2024,Negotiation
V007125,442,1945,4,8/17/2024,Negotiation
V014528,778,1188,229,8/17/2024,Area Comparison
V001197,1438,1980,116,8/17/2024,Final Check
V002960,2025,2954,117,8/17/2024,First Viewing
V007902,383,976,140,8/17/2024,Final Check
V003589,1523,2095,125,8/17/2024,First Viewing
V000846,1453,187,18,8/17/2024,Negotiation
V005971,1352,1178,84,8/17/2024,First Viewing
V003105,496,757,131,8/17/2024,Final Check
V005851,99,1754,67,8/17/2024,Negotiation
V003793,157,1437,129,8/17/2024,Negotiation
V006464,932,1370,84,8/17/2024,Contract Discussion
V014529,778,1188,229,8/17/2024,Area Comparison
V014306,1638,1820,139,8/17/2024,Just Checking
V005334,1051,142,52,8/17/2024,First Viewing
V004491,951,325,41,8/17/2024,Final Check
V004509,1968,334,6,8/17/2024,Negotiation
V014307,1638,1820,139,8/17/2024,Price Inquiry
V010557,1802,7,229,8/17/2024,Price Inquiry
V010556,1802,7,229,8/17/2024,Price Inquiry
V013860,1617,1600,69,8/18/2024,Browsing
V006244,1335,1501,78,8/18/2024,First Viewing
V008008,65,123,128,8/18/2024,Final Check
V010026,1610,2755,46,8/18/2024,Browsing
V013861,1617,1600,69,8/18/2024,Initial Interest
V003607,578,273,193,8/18/2024,First Viewing
V005270,1976,593,140,8/18/2024,Contract Discussion
V009406,490,326,81,8/18/2024,Area Comparison
V003079,970,59,192,8/18/2024,First Viewing
V004178,191,496,129,8/18/2024,Contract Discussion
V010027,1610,2755,46,8/18/2024,Area Comparison
V004705,1676,424,112,8/18/2024,First Viewing
V009407,490,326,81,8/18/2024,Price Inquiry
V010616,713,1569,184,8/18/2024,Price Inquiry
V010617,713,1569,184,8/18/2024,Browsing
V002035,238,2745,231,8/18/2024,First Viewing
V006503,1361,1772,128,8/18/2024,Negotiation
V009028,865,2961,17,8/19/2024,First Viewing
V005972,1352,1178,84,8/19/2024,Negotiation
V006200,1388,729,240,8/19/2024,Contract Discussion
V006793,794,1377,81,8/19/2024,Final Check
V003080,970,59,192,8/19/2024,Negotiation
V015360,423,250,60,8/19/2024,Browsing
V011799,484,1394,176,8/19/2024,Area Comparison
V012045,455,648,41,8/19/2024,Initial Interest
V011798,484,1394,176,8/19/2024,Browsing
V007287,1448,1563,120,8/19/2024,Final Check
V015361,423,250,60,8/19/2024,Just Checking
V004420,385,41,222,8/19/2024,Negotiation
V006791,794,1377,81,8/19/2024,First Viewing
V015313,1690,2680,79,8/19/2024,Just Checking
V015312,1690,2680,79,8/19/2024,Price Inquiry
V001005,686,2124,74,8/19/2024,First Viewing
V012044,455,648,41,8/19/2024,Area Comparison
V005850,99,1754,67,8/19/2024,First Viewing
V002840,494,2973,211,8/19/2024,Negotiation
V000614,1587,1066,175,8/19/2024,Final Check
V005069,1373,2070,157,8/19/2024,Contract Discussion
V007792,242,719,185,8/19/2024,Contract Discussion
V013986,1542,2269,207,8/19/2024,Initial Interest
V013987,1542,2269,207,8/19/2024,Initial Interest
V003465,1435,946,86,8/19/2024,First Viewing
V008530,599,898,36,8/19/2024,Negotiation
V001425,522,285,236,8/19/2024,Negotiation
V001068,995,566,145,8/20/2024,First Viewing
V005852,99,1754,67,8/20/2024,Final Check
V003255,1724,950,172,8/20/2024,Contract Discussion
V003025,1839,2306,15,8/20/2024,Final Check
V003818,1901,1190,150,8/20/2024,Contract Discussion
V004049,45,1406,11,8/20/2024,First Viewing
V008869,804,360,140,8/20/2024,Final Check
V000598,59,1835,186,8/20/2024,Final Check
V005615,1965,64,35,8/20/2024,First Viewing
V004343,1796,2850,207,8/20/2024,First Viewing
V006364,1706,1368,188,8/20/2024,Final Check
V013596,1728,629,104,8/20/2024,Area Comparison
V013597,1728,629,104,8/20/2024,Area Comparison
V002107,1737,2572,139,8/20/2024,Negotiation
V000486,1283,1974,106,8/21/2024,First Viewing
V008578,884,2101,182,8/21/2024,Contract Discussion
V000808,1480,2014,221,8/21/2024,First Viewing
V002503,2025,117,173,8/21/2024,Negotiation
V002476,468,572,6,8/21/2024,Contract Discussion
V005845,836,388,176,8/21/2024,Negotiation
V002187,126,2566,61,8/21/2024,First Viewing
V002108,1737,2572,139,8/21/2024,Final Check
V006914,1747,1530,45,8/21/2024,Negotiation
V008895,2055,469,124,8/21/2024,Contract Discussion
V002042,809,1926,249,8/21/2024,Negotiation
V006199,1388,729,240,8/21/2024,Final Check
V003082,970,59,192,8/21/2024,Contract Discussion
V008155,125,1503,132,8/21/2024,Negotiation
V001198,1508,418,145,8/21/2024,First Viewing
V006246,1335,1501,78,8/21/2024,Final Check
V003608,578,273,193,8/21/2024,Negotiation
V003795,157,1437,129,8/21/2024,Contract Discussion
V007696,364,2802,45,8/21/2024,Contract Discussion
V004033,49,1349,99,8/21/2024,Final Check
V004031,49,1349,99,8/21/2024,First Viewing
V010788,833,1138,17,8/21/2024,Area Comparison
V005033,2015,1192,140,8/21/2024,Final Check
V003509,507,296,29,8/21/2024,Contract Discussion
V010789,833,1138,17,8/21/2024,Initial Interest
V012312,1682,1265,60,8/21/2024,Initial Interest
V012313,1682,1265,60,8/21/2024,Initial Interest
V004421,385,41,222,8/22/2024,Final Check
V014205,1181,625,75,8/22/2024,Browsing
V000529,1851,1732,230,8/22/2024,Negotiation
V006140,1206,127,95,8/22/2024,Negotiation
V007511,1667,890,232,8/22/2024,Negotiation
V007510,1667,890,232,8/22/2024,First Viewing
V001693,193,2099,154,8/22/2024,First Viewing
V007806,714,2064,3,8/22/2024,First Viewing
V008101,1493,1847,113,8/22/2024,First Viewing
V014204,1181,625,75,8/22/2024,Area Comparison
V007695,364,2802,45,8/22/2024,Final Check
V001195,1438,1980,116,8/22/2024,First Viewing
V005022,1960,1469,181,8/22/2024,Final Check
V006133,1993,785,73,8/22/2024,Negotiation
V012325,1017,1972,203,8/22/2024,Browsing
V012324,1017,1972,203,8/22/2024,Initial Interest
V004706,1676,424,112,8/23/2024,Negotiation
V007587,1454,2148,214,8/23/2024,Negotiation
V001694,193,2099,154,8/23/2024,Negotiation
V011067,1831,1860,61,8/23/2024,Price Inquiry
V011066,1831,1860,61,8/23/2024,Just Checking
V004176,191,496,129,8/23/2024,Negotiation
V003980,1486,1466,198,8/23/2024,Contract Discussion
V002962,2025,2954,117,8/23/2024,Final Check
V002034,718,2299,77,8/23/2024,Final Check
V005820,201,1228,85,8/23/2024,First Viewing
V000881,1287,1250,241,8/23/2024,Contract Discussion
V000545,1320,647,187,8/23/2024,Negotiation
V001388,1817,52,109,8/23/2024,Contract Discussion
V006548,518,143,213,8/23/2024,Negotiation
V002115,1401,2113,225,8/23/2024,Final Check
V006809,1106,2199,104,8/23/2024,Negotiation
V002116,1401,2113,225,8/24/2024,Contract Discussion
V008154,125,1503,132,8/24/2024,First Viewing
V001876,637,850,1,8/24/2024,Final Check
V001875,637,850,1,8/24/2024,Negotiation
V011582,762,979,203,8/24/2024,Browsing
V009238,47,41,106,8/24/2024,Just Checking
V005032,2015,1192,140,8/24/2024,Negotiation
V007570,485,2749,182,8/24/2024,Contract Discussion
V006139,1206,127,95,8/24/2024,First Viewing
V006915,1747,1530,45,8/24/2024,Final Check
V005031,2015,1192,140,8/24/2024,First Viewing
V002961,2025,2954,117,8/24/2024,Negotiation
V007569,485,2749,182,8/24/2024,Final Check
V009239,47,41,106,8/24/2024,Price Inquiry
V000878,1287,1250,241,8/24/2024,First Viewing
V011583,762,979,203,8/24/2024,Browsing
V008375,606,2735,16,8/24/2024,Final Check
V003552,1778,2585,222,8/24/2024,Negotiation
V001695,193,2099,154,8/24/2024,Final Check
V000848,1453,187,18,8/24/2024,Contract Discussion
V005461,1696,1497,189,8/24/2024,Negotiation
V007783,1803,35,162,8/25/2024,First Viewing
V006504,1361,1772,128,8/25/2024,Final Check
V006328,1018,2986,113,8/25/2024,Final Check
V004052,45,1406,11,8/25/2024,Contract Discussion
V006326,1018,2986,113,8/25/2024,First Viewing
V007711,1194,1852,97,8/25/2024,Negotiation
V002106,1737,2572,139,8/25/2024,First Viewing
V010193,592,2109,127,8/25/2024,Area Comparison
V010192,592,2109,127,8/25/2024,Price Inquiry
V015488,1195,1619,124,8/25/2024,Just Checking
V000615,1587,1066,175,8/25/2024,Contract Discussion
V001890,697,3000,18,8/25/2024,Negotiation
V015489,1195,1619,124,8/25/2024,Area Comparison
V010137,1421,2427,120,8/25/2024,Area Comparison
V010136,1421,2427,120,8/25/2024,Price Inquiry
V015620,1261,1359,15,8/25/2024,Initial Interest
V006141,1206,127,95,8/25/2024,Final Check
V005839,846,2396,102,8/25/2024,Final Check
V007567,485,2749,182,8/25/2024,First Viewing
V009958,1159,1990,138,8/25/2024,Just Checking
V009959,1159,1990,138,8/25/2024,Just Checking
V008529,599,898,36,8/25/2024,First Viewing
V015621,1261,1359,15,8/25/2024,Browsing
V007285,1448,1563,120,8/25/2024,First Viewing
V003542,660,2892,177,8/25/2024,Negotiation
V004251,88,350,196,8/25/2024,Negotiation
V015905,1662,1126,1,8/26/2024,Just Checking
V006327,1018,2986,113,8/26/2024,Negotiation
V007825,1045,1846,219,8/26/2024,First Viewing
V004048,1335,973,106,8/26/2024,Final Check
V002803,805,1339,106,8/26/2024,Negotiation
V000879,1287,1250,241,8/26/2024,Negotiation
V015904,1662,1126,1,8/26/2024,Area Comparison
V007855,767,767,39,8/26/2024,First Viewing
V008885,624,2235,32,8/26/2024,First Viewing
V008817,140,1105,78,8/26/2024,Final Check
V003977,1486,1466,198,8/26/2024,First Viewing
V011046,159,960,134,8/26/2024,Area Comparison
V001949,1205,380,69,8/26/2024,Contract Discussion
V004572,128,1629,29,8/26/2024,Negotiation
V004034,49,1349,99,8/26/2024,Contract Discussion
V003590,1523,2095,125,8/26/2024,Negotiation
V006808,1106,2199,104,8/26/2024,First Viewing
V000266,1093,789,209,8/26/2024,Final Check
V011047,159,960,134,8/26/2024,Area Comparison
V007489,1429,1573,159,8/26/2024,Final Check
V008373,606,2735,16,8/26/2024,First Viewing
V016145,1584,110,241,8/26/2024,Just Checking
V000544,1320,647,187,8/26/2024,First Viewing
V004346,1796,2850,207,8/26/2024,Contract Discussion
V003609,578,273,193,8/26/2024,Final Check
V016144,1584,110,241,8/26/2024,Initial Interest
V007789,242,719,185,8/26/2024,First Viewing
V001849,237,2387,195,8/26/2024,Negotiation
V007512,1667,890,232,8/26/2024,Final Check
V005451,775,2331,212,8/27/2024,Final Check
V002747,1151,2213,195,8/27/2024,First Viewing
V007712,1194,1852,97,8/27/2024,Final Check
V009029,865,2961,17,8/27/2024,Negotiation
V009030,865,2961,17,8/27/2024,Final Check
V004050,45,1406,11,8/27/2024,Negotiation
V015811,2020,793,27,8/27/2024,Just Checking
V002947,1601,722,49,8/27/2024,Contract Discussion
V007083,781,398,128,8/27/2024,Final Check
V001386,1817,52,109,8/27/2024,Negotiation
V000691,1086,2002,77,8/27/2024,Negotiation
V004809,2024,2917,11,8/27/2024,Negotiation
V006542,135,1774,244,8/27/2024,Negotiation
V000765,1602,1372,79,8/27/2024,First Viewing
V000880,1287,1250,241,8/27/2024,Final Check
V015810,2020,793,27,8/27/2024,Price Inquiry
V000847,1453,187,18,8/28/2024,Final Check
V000766,1602,1372,79,8/28/2024,Negotiation
V003231,367,2212,131,8/28/2024,Negotiation
V003846,432,655,107,8/28/2024,Negotiation
V003634,1476,2247,177,8/28/2024,Final Check
V007858,767,767,39,8/28/2024,Contract Discussion
V001850,237,2387,195,8/28/2024,Final Check
V008487,1751,2105,45,8/28/2024,Final Check
V001851,237,2387,195,8/28/2024,Contract Discussion
V001877,637,850,1,8/28/2024,Contract Discussion
V003032,1301,1859,61,8/28/2024,Negotiation
V001290,311,446,245,8/28/2024,First Viewing
V008799,1587,2542,232,8/28/2024,Final Check
V003555,1487,1361,173,8/28/2024,First Viewing
V001939,988,412,99,8/28/2024,Contract Discussion
V015613,549,855,205,8/28/2024,Initial Interest
V015612,549,855,205,8/28/2024,Browsing
V002980,896,1696,15,8/29/2024,Contract Discussion
V008886,624,2235,32,8/29/2024,Negotiation
V006839,554,745,71,8/29/2024,Final Check
V003978,1486,1466,198,8/29/2024,Negotiation
V007784,1803,35,162,8/29/2024,Negotiation
V001199,1508,418,145,8/29/2024,Negotiation
V006773,1616,1494,85,8/29/2024,Negotiation
V002802,805,1339,106,8/29/2024,First Viewing
V005377,1685,54,72,8/29/2024,Negotiation
V007568,485,2749,182,8/29/2024,Negotiation
V001017,760,621,15,8/29/2024,Negotiation
V003104,496,757,131,8/29/2024,Negotiation
V001616,837,1335,86,8/29/2024,Negotiation
V000596,59,1835,186,8/30/2024,First Viewing
V003845,432,655,107,8/30/2024,First Viewing
V001238,339,2963,47,8/30/2024,Negotiation
V007827,1045,1846,219,8/30/2024,Final Check
V004046,1335,973,106,8/30/2024,First Viewing
V001152,1818,2506,24,8/30/2024,Final Check
V001889,697,3000,18,8/30/2024,First Viewing
V004663,10,2711,231,8/30/2024,First Viewing
V001891,697,3000,18,8/30/2024,Final Check
V000174,658,2754,131,8/30/2024,First Viewing
V005376,1685,54,72,8/30/2024,First Viewing
V008077,221,437,205,8/30/2024,Contract Discussion
V004258,1733,2221,211,8/30/2024,Final Check
V008374,606,2735,16,8/31/2024,Negotiation
V002946,1601,722,49,8/31/2024,Final Check
V000690,1086,2002,77,8/31/2024,First Viewing
V006913,1747,1530,45,8/31/2024,First Viewing
V005268,1976,593,140,8/31/2024,Negotiation
V006916,1747,1530,45,8/31/2024,Contract Discussion
V003467,1435,946,86,8/31/2024,Final Check
V000488,1283,1974,106,8/31/2024,Final Check
V008376,606,2735,16,8/31/2024,Contract Discussion
V003098,775,1984,109,8/31/2024,Negotiation
V001424,522,285,236,8/31/2024,First Viewing
V002523,640,407,138,9/1/2024,Negotiation
V005741,1706,442,62,9/1/2024,First Viewing
V010727,1810,2102,107,9/1/2024,Price Inquiry
V006453,840,1446,191,9/1/2024,Negotiation
V007487,1429,1573,159,9/1/2024,First Viewing
V002085,1396,1139,241,9/1/2024,Contract Discussion
V003097,775,1984,109,9/1/2024,First Viewing
V001396,433,1896,187,9/1/2024,Negotiation
V001946,1205,380,69,9/1/2024,First Viewing
V005973,1352,1178,84,9/1/2024,Final Check
V008076,221,437,205,9/1/2024,Final Check
V001670,403,2898,229,9/1/2024,Negotiation
V001193,1222,2888,146,9/1/2024,First Viewing
V010726,1810,2102,107,9/1/2024,Price Inquiry
V004595,2022,2040,186,9/1/2024,First Viewing
V004812,1662,261,216,9/1/2024,First Viewing
V002748,1151,2213,195,9/1/2024,Negotiation
V001237,339,2963,47,9/1/2024,First Viewing
V015474,1842,421,55,9/1/2024,Just Checking
V001385,1817,52,109,9/1/2024,First Viewing
V004250,88,350,196,9/1/2024,First Viewing
V015475,1842,421,55,9/1/2024,Browsing
V001938,988,412,99,9/2/2024,Final Check
V003022,598,212,192,9/2/2024,Final Check
V005549,998,2019,162,9/2/2024,First Viewing
V013985,626,2298,45,9/2/2024,Price Inquiry
V013984,626,2298,45,9/2/2024,Area Comparison
V007572,1892,80,120,9/2/2024,Negotiation
V011533,259,2088,73,9/2/2024,Initial Interest
V004053,1085,1776,23,9/2/2024,First Viewing
V010429,1624,467,240,9/2/2024,Just Checking
V009041,1004,2474,189,9/2/2024,Final Check
V011532,259,2088,73,9/2/2024,Browsing
V010568,725,1380,73,9/2/2024,Area Comparison
V008868,804,360,140,9/2/2024,Negotiation
V006366,1957,2571,73,9/2/2024,Negotiation
V006452,840,1446,191,9/2/2024,First Viewing
V001622,1131,2789,23,9/2/2024,Negotiation
V002165,557,1674,111,9/2/2024,Negotiation
V004665,10,2711,231,9/2/2024,Final Check
V004664,10,2711,231,9/2/2024,Negotiation
V001151,1818,2506,24,9/2/2024,Negotiation
V008887,624,2235,32,9/2/2024,Final Check
V010569,725,1380,73,9/2/2024,Browsing
V010428,1624,467,240,9/2/2024,Area Comparison
V002444,1499,150,18,9/2/2024,Negotiation
V002963,2025,2954,117,9/3/2024,Contract Discussion
V003725,1461,2275,193,9/3/2024,First Viewing
V002702,1572,38,42,9/3/2024,Final Check
V001239,339,2963,47,9/3/2024,Final Check
V011332,1379,676,162,9/3/2024,Price Inquiry
V011333,1379,676,162,9/3/2024,Initial Interest
V005821,201,1228,85,9/3/2024,Negotiation
V008708,951,2743,180,9/3/2024,First Viewing
V008892,2055,469,124,9/3/2024,First Viewing
V008256,572,2982,36,9/3/2024,First Viewing
V006932,540,1641,67,9/3/2024,First Viewing
V006772,1616,1494,85,9/3/2024,First Viewing
V004666,10,2711,231,9/3/2024,Contract Discussion
V005743,1706,442,62,9/3/2024,Final Check
V006607,140,824,217,9/3/2024,Contract Discussion
V013430,686,948,3,9/4/2024,Browsing
V000467,1717,1203,69,9/4/2024,First Viewing
V003696,1570,1463,29,9/4/2024,First Viewing
V001387,1817,52,109,9/4/2024,Final Check
V011292,1480,2989,108,9/4/2024,Initial Interest
V011293,1480,2989,108,9/4/2024,Price Inquiry
V005469,1742,1777,180,9/4/2024,Negotiation
V013431,686,948,3,9/4/2024,Browsing
V002701,1572,38,42,9/4/2024,Negotiation
V007288,1448,1563,120,9/4/2024,Contract Discussion
V001150,1818,2506,24,9/4/2024,First Viewing
V006089,709,2580,162,9/4/2024,First Viewing
V001936,988,412,99,9/4/2024,First Viewing
V006604,140,824,217,9/5/2024,First Viewing
V012330,675,2529,144,9/5/2024,Browsing
V001153,1818,2506,24,9/5/2024,Contract Discussion
V000945,2030,697,145,9/5/2024,Negotiation
V001252,1537,1548,228,9/5/2024,Final Check
V001293,311,446,245,9/5/2024,Contract Discussion
V007513,1667,890,232,9/5/2024,Contract Discussion
V012331,675,2529,144,9/5/2024,Area Comparison
V003730,89,1965,106,9/5/2024,Final Check
V008488,1751,2105,45,9/5/2024,Contract Discussion
V015521,492,115,48,9/6/2024,Just Checking
V006605,140,824,217,9/6/2024,Negotiation
V006541,135,1774,244,9/6/2024,First Viewing
V003554,1778,2585,222,9/6/2024,Contract Discussion
V004834,1755,664,139,9/6/2024,Negotiation
V004836,1755,664,139,9/6/2024,Contract Discussion
V015520,492,115,48,9/6/2024,Area Comparison
V001251,1537,1548,228,9/6/2024,Negotiation
V012601,1025,1373,198,9/6/2024,Area Comparison
V015863,1978,1031,154,9/6/2024,Just Checking
V015862,1978,1031,154,9/6/2024,Area Comparison
V002474,468,572,6,9/6/2024,Negotiation
V012600,1025,1373,198,9/6/2024,Price Inquiry
V000264,1093,789,209,9/7/2024,First Viewing
V002164,557,1674,111,9/7/2024,First Viewing
V005550,998,2019,162,9/7/2024,Negotiation
V003697,1570,1463,29,9/7/2024,Negotiation
V013421,451,2621,107,9/7/2024,Browsing
V004021,926,331,116,9/7/2024,Contract Discussion
V013420,451,2621,107,9/7/2024,Initial Interest
V004344,1796,2850,207,9/7/2024,Negotiation
V008870,804,360,140,9/7/2024,Contract Discussion
V007949,1049,243,140,9/7/2024,First Viewing
V006084,2003,2173,28,9/7/2024,Contract Discussion
V006479,1489,1002,85,9/7/2024,Negotiation
V006654,1065,590,180,9/7/2024,Negotiation
V006478,1489,1002,85,9/7/2024,First Viewing
V003353,473,1953,218,9/7/2024,Negotiation
V000858,312,1672,126,9/7/2024,Final Check
V015697,531,812,242,9/7/2024,Area Comparison
V007538,1745,129,52,9/7/2024,First Viewing
V008815,140,1105,78,9/7/2024,First Viewing
V003507,507,296,29,9/7/2024,Negotiation
V008867,804,360,140,9/7/2024,First Viewing
V015696,531,812,242,9/7/2024,Area Comparison
V007081,781,398,128,9/8/2024,First Viewing
V001250,1537,1548,228,9/8/2024,First Viewing
V008051,497,1801,13,9/8/2024,First Viewing
V000845,1453,187,18,9/8/2024,First Viewing
V005463,1504,957,156,9/8/2024,First Viewing
V008888,624,2235,32,9/8/2024,Contract Discussion
V008489,798,2813,157,9/8/2024,First Viewing
V003727,1461,2275,193,9/8/2024,Final Check
V003177,1967,1384,117,9/8/2024,Negotiation
V008502,2011,2529,123,9/8/2024,Final Check
V006933,540,1641,67,9/8/2024,Negotiation
V008772,1902,531,102,9/8/2024,First Viewing
V000390,1482,1205,66,9/8/2024,Negotiation
V002353,1358,2649,65,9/8/2024,First Viewing
V000859,312,1672,126,9/8/2024,Contract Discussion
V004537,835,2354,6,9/8/2024,Final Check
V004454,728,1015,42,9/8/2024,First Viewing
V003352,473,1953,218,9/9/2024,First Viewing
V005761,875,1486,87,9/9/2024,Final Check
V001088,860,2918,111,9/9/2024,Contract Discussion
V005468,1742,1777,180,9/9/2024,First Viewing
V002113,1401,2113,225,9/9/2024,First Viewing
V015540,403,197,36,9/9/2024,Initial Interest
V004728,631,1328,227,9/9/2024,Negotiation
V008710,951,2743,180,9/9/2024,Final Check
V003699,1570,1463,29,9/9/2024,Contract Discussion
V015541,403,197,36,9/9/2024,Just Checking
V002084,1396,1139,241,9/9/2024,Final Check
V005631,1666,68,46,9/9/2024,Contract Discussion
V014083,791,300,125,9/9/2024,Just Checking
V006606,140,824,217,9/9/2024,Final Check
V014082,791,300,125,9/9/2024,Initial Interest
V002874,1437,2592,209,9/9/2024,Final Check
V006935,540,1641,67,9/9/2024,Contract Discussion
V003230,367,2212,131,9/9/2024,First Viewing
V001899,2034,995,27,9/10/2024,Contract Discussion
V003020,598,212,192,9/10/2024,First Viewing
